type	file_id	md5sum	file_status	file_description	file_format	file_type	file_name	file_location	study_subject.study_subject_id	file_size
file	file_id_313	312	uploaded	Gene expression data	tsv	text	GeneExp_file_id_313.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_313.txt	study_subject_id_397	460120
file	file_id_314	313	uploaded	Gene expression data	tsv	text	GeneExp_file_id_314.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_314.txt	study_subject_id_398	460069
file	file_id_315	314	uploaded	Gene expression data	tsv	text	GeneExp_file_id_315.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_315.txt	study_subject_id_399	460066
file	file_id_316	315	uploaded	Gene expression data	tsv	text	GeneExp_file_id_316.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_316.txt	study_subject_id_402	460114
file	file_id_317	316	uploaded	Gene expression data	tsv	text	GeneExp_file_id_317.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_317.txt	study_subject_id_403	459995
file	file_id_318	317	uploaded	Gene expression data	tsv	text	GeneExp_file_id_318.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_318.txt	study_subject_id_406	460003
file	file_id_319	318	uploaded	Gene expression data	tsv	text	GeneExp_file_id_319.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_319.txt	study_subject_id_408	460160
file	file_id_320	319	uploaded	Gene expression data	tsv	text	GeneExp_file_id_320.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_320.txt	study_subject_id_409	459996
file	file_id_321	320	uploaded	Gene expression data	tsv	text	GeneExp_file_id_321.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_321.txt	study_subject_id_410	460031
file	file_id_322	321	uploaded	Gene expression data	tsv	text	GeneExp_file_id_322.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_322.txt	study_subject_id_412	460023
file	file_id_323	322	uploaded	Gene expression data	tsv	text	GeneExp_file_id_323.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_323.txt	study_subject_id_425	460087
file	file_id_324	323	uploaded	Gene expression data	tsv	text	GeneExp_file_id_324.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_324.txt	study_subject_id_426	460074
file	file_id_325	324	uploaded	Gene expression data	tsv	text	GeneExp_file_id_325.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_325.txt	study_subject_id_427	460023
file	file_id_326	325	uploaded	Gene expression data	tsv	text	GeneExp_file_id_326.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_326.txt	study_subject_id_428	460079
file	file_id_327	326	uploaded	Gene expression data	tsv	text	GeneExp_file_id_327.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_327.txt	study_subject_id_429	459856
file	file_id_328	327	uploaded	Gene expression data	tsv	text	GeneExp_file_id_328.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_328.txt	study_subject_id_430	459835
file	file_id_329	328	uploaded	Gene expression data	tsv	text	GeneExp_file_id_329.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_329.txt	study_subject_id_431	459860
file	file_id_330	329	uploaded	Gene expression data	tsv	text	GeneExp_file_id_330.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_330.txt	study_subject_id_432	459864
file	file_id_331	330	uploaded	Gene expression data	tsv	text	GeneExp_file_id_331.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_331.txt	study_subject_id_433	459871
file	file_id_332	331	uploaded	Gene expression data	tsv	text	GeneExp_file_id_332.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_332.txt	study_subject_id_434	459889
file	file_id_333	332	uploaded	Gene expression data	tsv	text	GeneExp_file_id_333.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_333.txt	study_subject_id_435	459908
file	file_id_334	333	uploaded	Gene expression data	tsv	text	GeneExp_file_id_334.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_334.txt	study_subject_id_436	459969
file	file_id_335	334	uploaded	Gene expression data	tsv	text	GeneExp_file_id_335.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_335.txt	study_subject_id_437	459889
file	file_id_336	335	uploaded	Gene expression data	tsv	text	GeneExp_file_id_336.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_336.txt	study_subject_id_438	459862
file	file_id_337	336	uploaded	Gene expression data	tsv	text	GeneExp_file_id_337.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_337.txt	study_subject_id_439	459863
file	file_id_338	337	uploaded	Gene expression data	tsv	text	GeneExp_file_id_338.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_338.txt	study_subject_id_440	459925
file	file_id_339	338	uploaded	Gene expression data	tsv	text	GeneExp_file_id_339.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_339.txt	study_subject_id_441	459834
file	file_id_340	339	uploaded	Gene expression data	tsv	text	GeneExp_file_id_340.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_340.txt	study_subject_id_442	460011
file	file_id_341	340	uploaded	Gene expression data	tsv	text	GeneExp_file_id_341.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_341.txt	study_subject_id_443	459961
file	file_id_342	341	uploaded	Gene expression data	tsv	text	GeneExp_file_id_342.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_342.txt	study_subject_id_444	459869
file	file_id_343	342	uploaded	Gene expression data	tsv	text	GeneExp_file_id_343.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_343.txt	study_subject_id_446	459823
file	file_id_344	343	uploaded	Gene expression data	tsv	text	GeneExp_file_id_344.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_344.txt	study_subject_id_447	459791
file	file_id_345	344	uploaded	Gene expression data	tsv	text	GeneExp_file_id_345.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_345.txt	study_subject_id_448	459824
file	file_id_346	345	uploaded	Gene expression data	tsv	text	GeneExp_file_id_346.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_346.txt	study_subject_id_449	459823
file	file_id_347	346	uploaded	Gene expression data	tsv	text	GeneExp_file_id_347.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_347.txt	study_subject_id_450	459853
file	file_id_348	347	uploaded	Gene expression data	tsv	text	GeneExp_file_id_348.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_348.txt	study_subject_id_451	459860
file	file_id_349	348	uploaded	Gene expression data	tsv	text	GeneExp_file_id_349.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_349.txt	study_subject_id_452	459876
file	file_id_350	349	uploaded	Gene expression data	tsv	text	GeneExp_file_id_350.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_350.txt	study_subject_id_453	459886
file	file_id_351	350	uploaded	Gene expression data	tsv	text	GeneExp_file_id_351.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_351.txt	study_subject_id_454	459849
file	file_id_352	351	uploaded	Gene expression data	tsv	text	GeneExp_file_id_352.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_352.txt	study_subject_id_457	459818
file	file_id_353	352	uploaded	Gene expression data	tsv	text	GeneExp_file_id_353.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_353.txt	study_subject_id_458	459848
file	file_id_354	353	uploaded	Gene expression data	tsv	text	GeneExp_file_id_354.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_354.txt	study_subject_id_459	459954
file	file_id_355	354	uploaded	Gene expression data	tsv	text	GeneExp_file_id_355.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_355.txt	study_subject_id_460	459807
file	file_id_356	355	uploaded	Gene expression data	tsv	text	GeneExp_file_id_356.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_356.txt	study_subject_id_461	459893
file	file_id_357	356	uploaded	Gene expression data	tsv	text	GeneExp_file_id_357.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_357.txt	study_subject_id_462	459934
file	file_id_358	357	uploaded	Gene expression data	tsv	text	GeneExp_file_id_358.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_358.txt	study_subject_id_463	459887
file	file_id_359	358	uploaded	Gene expression data	tsv	text	GeneExp_file_id_359.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_359.txt	study_subject_id_464	459865
file	file_id_360	359	uploaded	Gene expression data	tsv	text	GeneExp_file_id_360.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_360.txt	study_subject_id_465	459903
file	file_id_361	360	uploaded	Gene expression data	tsv	text	GeneExp_file_id_361.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_361.txt	study_subject_id_466	459853
file	file_id_362	361	uploaded	Gene expression data	tsv	text	GeneExp_file_id_362.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_362.txt	study_subject_id_467	459870
file	file_id_363	362	uploaded	Gene expression data	tsv	text	GeneExp_file_id_363.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_363.txt	study_subject_id_468	459880
file	file_id_364	363	uploaded	Gene expression data	tsv	text	GeneExp_file_id_364.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_364.txt	study_subject_id_470	459824
file	file_id_365	364	uploaded	Gene expression data	tsv	text	GeneExp_file_id_365.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_365.txt	study_subject_id_471	459843
file	file_id_366	365	uploaded	Gene expression data	tsv	text	GeneExp_file_id_366.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_366.txt	study_subject_id_473	459805
file	file_id_367	366	uploaded	Gene expression data	tsv	text	GeneExp_file_id_367.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_367.txt	study_subject_id_474	459901
file	file_id_368	367	uploaded	Gene expression data	tsv	text	GeneExp_file_id_368.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_368.txt	study_subject_id_475	459835
file	file_id_369	368	uploaded	Gene expression data	tsv	text	GeneExp_file_id_369.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_369.txt	study_subject_id_476	459904
file	file_id_370	369	uploaded	Gene expression data	tsv	text	GeneExp_file_id_370.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_370.txt	study_subject_id_478	459909
file	file_id_371	370	uploaded	Gene expression data	tsv	text	GeneExp_file_id_371.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_371.txt	study_subject_id_479	459874
file	file_id_372	371	uploaded	Gene expression data	tsv	text	GeneExp_file_id_372.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_372.txt	study_subject_id_480	459833
file	file_id_373	372	uploaded	Gene expression data	tsv	text	GeneExp_file_id_373.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_373.txt	study_subject_id_481	459843
file	file_id_374	373	uploaded	Gene expression data	tsv	text	GeneExp_file_id_374.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_374.txt	study_subject_id_482	459847
file	file_id_375	374	uploaded	Gene expression data	tsv	text	GeneExp_file_id_375.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_375.txt	study_subject_id_484	459874
file	file_id_376	375	uploaded	Gene expression data	tsv	text	GeneExp_file_id_376.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_376.txt	study_subject_id_485	459820
file	file_id_377	376	uploaded	Gene expression data	tsv	text	GeneExp_file_id_377.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_377.txt	study_subject_id_487	459839
file	file_id_378	377	uploaded	Gene expression data	tsv	text	GeneExp_file_id_378.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_378.txt	study_subject_id_488	459821
file	file_id_379	378	uploaded	Gene expression data	tsv	text	GeneExp_file_id_379.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_379.txt	study_subject_id_490	459784
file	file_id_380	379	uploaded	Gene expression data	tsv	text	GeneExp_file_id_380.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_380.txt	study_subject_id_491	459923
file	file_id_381	380	uploaded	Gene expression data	tsv	text	GeneExp_file_id_381.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_381.txt	study_subject_id_492	459871
file	file_id_382	381	uploaded	Gene expression data	tsv	text	GeneExp_file_id_382.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_382.txt	study_subject_id_493	459854
file	file_id_383	382	uploaded	Gene expression data	tsv	text	GeneExp_file_id_383.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_383.txt	study_subject_id_494	459823
file	file_id_384	383	uploaded	Gene expression data	tsv	text	GeneExp_file_id_384.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_384.txt	study_subject_id_495	459907
file	file_id_385	384	uploaded	Gene expression data	tsv	text	GeneExp_file_id_385.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_385.txt	study_subject_id_496	459861
file	file_id_386	385	uploaded	Gene expression data	tsv	text	GeneExp_file_id_386.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_386.txt	study_subject_id_498	459880
file	file_id_387	386	uploaded	Gene expression data	tsv	text	GeneExp_file_id_387.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_387.txt	study_subject_id_499	459986
file	file_id_388	387	uploaded	Gene expression data	tsv	text	GeneExp_file_id_388.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_388.txt	study_subject_id_500	459857
file	file_id_389	388	uploaded	Gene expression data	tsv	text	GeneExp_file_id_389.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_389.txt	study_subject_id_501	459818
file	file_id_390	389	uploaded	Gene expression data	tsv	text	GeneExp_file_id_390.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_390.txt	study_subject_id_502	459795
file	file_id_391	390	uploaded	Gene expression data	tsv	text	GeneExp_file_id_391.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_391.txt	study_subject_id_503	459944
file	file_id_392	391	uploaded	Gene expression data	tsv	text	GeneExp_file_id_392.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_392.txt	study_subject_id_504	459875
file	file_id_393	392	uploaded	Gene expression data	tsv	text	GeneExp_file_id_393.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_393.txt	study_subject_id_505	459911
file	file_id_394	393	uploaded	Gene expression data	tsv	text	GeneExp_file_id_394.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_394.txt	study_subject_id_507	459990
file	file_id_395	394	uploaded	Gene expression data	tsv	text	GeneExp_file_id_395.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_395.txt	study_subject_id_508	459798
file	file_id_396	395	uploaded	Gene expression data	tsv	text	GeneExp_file_id_396.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_396.txt	study_subject_id_509	459825
file	file_id_397	396	uploaded	Gene expression data	tsv	text	GeneExp_file_id_397.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_397.txt	study_subject_id_511	459900
file	file_id_398	397	uploaded	Gene expression data	tsv	text	GeneExp_file_id_398.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_398.txt	study_subject_id_513	459835
file	file_id_399	398	uploaded	Gene expression data	tsv	text	GeneExp_file_id_399.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_399.txt	study_subject_id_514	459881
file	file_id_400	399	uploaded	Gene expression data	tsv	text	GeneExp_file_id_400.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_400.txt	study_subject_id_515	459861
file	file_id_401	400	uploaded	Gene expression data	tsv	text	GeneExp_file_id_401.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_401.txt	study_subject_id_517	459868
file	file_id_402	401	uploaded	Gene expression data	tsv	text	GeneExp_file_id_402.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_402.txt	study_subject_id_518	459850
file	file_id_403	402	uploaded	Gene expression data	tsv	text	GeneExp_file_id_403.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_403.txt	study_subject_id_519	459818
file	file_id_404	403	uploaded	Gene expression data	tsv	text	GeneExp_file_id_404.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_404.txt	study_subject_id_520	459895
file	file_id_405	404	uploaded	Gene expression data	tsv	text	GeneExp_file_id_405.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_405.txt	study_subject_id_522	459962
file	file_id_406	405	uploaded	Gene expression data	tsv	text	GeneExp_file_id_406.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_406.txt	study_subject_id_523	459848
file	file_id_407	406	uploaded	Gene expression data	tsv	text	GeneExp_file_id_407.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_407.txt	study_subject_id_524	459828
file	file_id_408	407	uploaded	Gene expression data	tsv	text	GeneExp_file_id_408.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_408.txt	study_subject_id_526	460009
file	file_id_409	408	uploaded	Gene expression data	tsv	text	GeneExp_file_id_409.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_409.txt	study_subject_id_527	459887
file	file_id_410	409	uploaded	Gene expression data	tsv	text	GeneExp_file_id_410.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_410.txt	study_subject_id_528	459903
file	file_id_411	410	uploaded	Gene expression data	tsv	text	GeneExp_file_id_411.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_411.txt	study_subject_id_529	459913
file	file_id_412	411	uploaded	Gene expression data	tsv	text	GeneExp_file_id_412.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_412.txt	study_subject_id_530	459831
file	file_id_413	412	uploaded	Gene expression data	tsv	text	GeneExp_file_id_413.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_413.txt	study_subject_id_531	459937
file	file_id_414	413	uploaded	Gene expression data	tsv	text	GeneExp_file_id_414.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_414.txt	study_subject_id_532	459908
file	file_id_415	414	uploaded	Gene expression data	tsv	text	GeneExp_file_id_415.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_415.txt	study_subject_id_533	459877
file	file_id_416	415	uploaded	Gene expression data	tsv	text	GeneExp_file_id_416.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_416.txt	study_subject_id_534	459980
file	file_id_417	416	uploaded	Gene expression data	tsv	text	GeneExp_file_id_417.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_417.txt	study_subject_id_535	459868
file	file_id_418	417	uploaded	Gene expression data	tsv	text	GeneExp_file_id_418.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_418.txt	study_subject_id_536	459946
file	file_id_419	418	uploaded	Gene expression data	tsv	text	GeneExp_file_id_419.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_419.txt	study_subject_id_537	459964
file	file_id_420	419	uploaded	Gene expression data	tsv	text	GeneExp_file_id_420.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_420.txt	study_subject_id_538	459945
file	file_id_421	420	uploaded	Gene expression data	tsv	text	GeneExp_file_id_421.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_421.txt	study_subject_id_540	459865
file	file_id_422	421	uploaded	Gene expression data	tsv	text	GeneExp_file_id_422.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_422.txt	study_subject_id_541	459898
file	file_id_423	422	uploaded	Gene expression data	tsv	text	GeneExp_file_id_423.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_423.txt	study_subject_id_542	459833
file	file_id_424	423	uploaded	Gene expression data	tsv	text	GeneExp_file_id_424.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_424.txt	study_subject_id_543	459906
file	file_id_425	424	uploaded	Gene expression data	tsv	text	GeneExp_file_id_425.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_425.txt	study_subject_id_544	459906
file	file_id_426	425	uploaded	Gene expression data	tsv	text	GeneExp_file_id_426.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_426.txt	study_subject_id_545	459848
file	file_id_427	426	uploaded	Gene expression data	tsv	text	GeneExp_file_id_427.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_427.txt	study_subject_id_546	459891
file	file_id_428	427	uploaded	Gene expression data	tsv	text	GeneExp_file_id_428.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_428.txt	study_subject_id_547	459919
file	file_id_429	428	uploaded	Gene expression data	tsv	text	GeneExp_file_id_429.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_429.txt	study_subject_id_548	459887
file	file_id_430	429	uploaded	Gene expression data	tsv	text	GeneExp_file_id_430.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_430.txt	study_subject_id_549	459847
file	file_id_431	430	uploaded	Gene expression data	tsv	text	GeneExp_file_id_431.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_431.txt	study_subject_id_550	459964
file	file_id_432	431	uploaded	Gene expression data	tsv	text	GeneExp_file_id_432.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_432.txt	study_subject_id_551	459861
file	file_id_433	432	uploaded	Gene expression data	tsv	text	GeneExp_file_id_433.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_433.txt	study_subject_id_552	459901
file	file_id_434	433	uploaded	Gene expression data	tsv	text	GeneExp_file_id_434.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_434.txt	study_subject_id_553	459857
file	file_id_435	434	uploaded	Gene expression data	tsv	text	GeneExp_file_id_435.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_435.txt	study_subject_id_556	459937
file	file_id_436	435	uploaded	Gene expression data	tsv	text	GeneExp_file_id_436.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_436.txt	study_subject_id_557	459915
file	file_id_437	436	uploaded	Gene expression data	tsv	text	GeneExp_file_id_437.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_437.txt	study_subject_id_559	459838
file	file_id_438	437	uploaded	Gene expression data	tsv	text	GeneExp_file_id_438.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_438.txt	study_subject_id_560	459864
file	file_id_439	438	uploaded	Gene expression data	tsv	text	GeneExp_file_id_439.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_439.txt	study_subject_id_562	459919
file	file_id_440	439	uploaded	Gene expression data	tsv	text	GeneExp_file_id_440.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_440.txt	study_subject_id_563	460063
file	file_id_441	440	uploaded	Gene expression data	tsv	text	GeneExp_file_id_441.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_441.txt	study_subject_id_564	459868
file	file_id_442	441	uploaded	Gene expression data	tsv	text	GeneExp_file_id_442.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_442.txt	study_subject_id_565	459928
file	file_id_443	442	uploaded	Gene expression data	tsv	text	GeneExp_file_id_443.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_443.txt	study_subject_id_566	460006
file	file_id_444	443	uploaded	Gene expression data	tsv	text	GeneExp_file_id_444.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_444.txt	study_subject_id_567	459913
file	file_id_445	444	uploaded	Gene expression data	tsv	text	GeneExp_file_id_445.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_445.txt	study_subject_id_568	459922
file	file_id_446	445	uploaded	Gene expression data	tsv	text	GeneExp_file_id_446.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_446.txt	study_subject_id_569	459844
file	file_id_447	446	uploaded	Gene expression data	tsv	text	GeneExp_file_id_447.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_447.txt	study_subject_id_570	460020
file	file_id_448	447	uploaded	Gene expression data	tsv	text	GeneExp_file_id_448.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_448.txt	study_subject_id_571	459880
file	file_id_449	448	uploaded	Gene expression data	tsv	text	GeneExp_file_id_449.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_449.txt	study_subject_id_572	459882
file	file_id_450	449	uploaded	Gene expression data	tsv	text	GeneExp_file_id_450.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_450.txt	study_subject_id_574	459825
file	file_id_451	450	uploaded	Gene expression data	tsv	text	GeneExp_file_id_451.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_451.txt	study_subject_id_575	459901
file	file_id_452	451	uploaded	Gene expression data	tsv	text	GeneExp_file_id_452.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_452.txt	study_subject_id_576	459885
file	file_id_453	452	uploaded	Gene expression data	tsv	text	GeneExp_file_id_453.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_453.txt	study_subject_id_577	459947
file	file_id_454	453	uploaded	Gene expression data	tsv	text	GeneExp_file_id_454.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_454.txt	study_subject_id_578	459841
file	file_id_455	454	uploaded	Gene expression data	tsv	text	GeneExp_file_id_455.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_455.txt	study_subject_id_579	459931
file	file_id_456	455	uploaded	Gene expression data	tsv	text	GeneExp_file_id_456.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_456.txt	study_subject_id_580	459926
file	file_id_457	456	uploaded	Gene expression data	tsv	text	GeneExp_file_id_457.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_457.txt	study_subject_id_581	459910
file	file_id_458	457	uploaded	Gene expression data	tsv	text	GeneExp_file_id_458.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_458.txt	study_subject_id_583	459870
file	file_id_459	458	uploaded	Gene expression data	tsv	text	GeneExp_file_id_459.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_459.txt	study_subject_id_584	459876
file	file_id_460	459	uploaded	Gene expression data	tsv	text	GeneExp_file_id_460.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_460.txt	study_subject_id_585	459893
file	file_id_461	460	uploaded	Gene expression data	tsv	text	GeneExp_file_id_461.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_461.txt	study_subject_id_586	459906
file	file_id_462	461	uploaded	Gene expression data	tsv	text	GeneExp_file_id_462.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_462.txt	study_subject_id_587	459864
file	file_id_463	462	uploaded	Gene expression data	tsv	text	GeneExp_file_id_463.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_463.txt	study_subject_id_588	459880
file	file_id_464	463	uploaded	Gene expression data	tsv	text	GeneExp_file_id_464.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_464.txt	study_subject_id_590	459902
file	file_id_465	464	uploaded	Gene expression data	tsv	text	GeneExp_file_id_465.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_465.txt	study_subject_id_591	459943
file	file_id_466	465	uploaded	Gene expression data	tsv	text	GeneExp_file_id_466.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_466.txt	study_subject_id_592	459872
file	file_id_467	466	uploaded	Gene expression data	tsv	text	GeneExp_file_id_467.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_467.txt	study_subject_id_593	459902
file	file_id_468	467	uploaded	Gene expression data	tsv	text	GeneExp_file_id_468.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_468.txt	study_subject_id_595	459938
